basename	pdb_path	dG_separated	sc_value	Holes	pack_stat	dSASA_int	delta_unsatHbonds	packing_finalscore	packing_n_events	packing_status	packing_error	rosetta_parse_note
res2_3_muOR_6QZH_0403.pdb	res2_3_muOR_6QZH_0403.pdb	-60.6325	0.552123	1.03857	0.517668	2340.01	2	7.0	8	ok		
res2_3_muOR_6QZH_0533.pdb	res2_3_muOR_6QZH_0533.pdb	-64.0236	0.644418	0.993164	0.447165	2320.33	5	7.0	11	ok		
res2_3_muOR_6QZH_0701.pdb	res2_3_muOR_6QZH_0701.pdb	-57.4322	0.532359	1.12634	0.464609	2341.42	3	7.0	9	ok		
res2_3_muOR_6QZH_0900.pdb	res2_3_muOR_6QZH_0900.pdb	-59.4624	0.587327	1.21658	0.486423	2292.13	3	7.0	9	ok		
res2_3_muOR_6QZH_0938.pdb	res2_3_muOR_6QZH_0938.pdb	-61.8845	0.57588	1.15432	0.393256	2284.08	0	7.0	8	ok		
res2_muOR_6QZH_0168.pdb	res2_muOR_6QZH_0168.pdb	-62.013	0.531092	1.06405	0.39928	2374.67	2	7.0	9	ok		
res2_muOR_6QZH_0260.pdb	res2_muOR_6QZH_0260.pdb	-56.908	0.546338	1.078	0.443878	2339.55	4	7.0	9	ok		
res2_muOR_6QZH_0284.pdb	res2_muOR_6QZH_0284.pdb	-50.8936	0.547636	1.00708	0.455913	2253.4	3	7.0	9	ok		
res2_muOR_6QZH_0334.pdb	res2_muOR_6QZH_0334.pdb	-56.0443	0.537294	1.05547	0.453188	2359.68	4	7.0	8	ok		
res2_muOR_6QZH_0337.pdb	res2_muOR_6QZH_0337.pdb	-66.3179	0.689642	0.892998	0.466255	2348.72	4	7.0	11	ok		
res2_muOR_6QZH_0403.pdb	res2_muOR_6QZH_0403.pdb	-60.6325	0.552123	1.03857	0.517668	2340.01	2	7.0	8	ok		
res2_muOR_6QZH_0421.pdb	res2_muOR_6QZH_0421.pdb	-61.3612	0.594362	1.07895	0.439003	2325.09	1	7.0	11	ok		
res2_muOR_6QZH_0472.pdb	res2_muOR_6QZH_0472.pdb	-59.1814	0.637484	0.926736	0.470305	2308.89	5	7.0	9	ok		
res2_muOR_6QZH_0474.pdb	res2_muOR_6QZH_0474.pdb	-59.2631	0.539147	1.21313	0.498445	2303.33	0	7.0	8	ok		
res2_muOR_6QZH_0478.pdb	res2_muOR_6QZH_0478.pdb	-55.3751	0.556941	0.975306	0.440782	2376.01	5	7.0	8	ok		
res2_muOR_6QZH_0517.pdb	res2_muOR_6QZH_0517.pdb	-58.9088	0.584725	1.07846	0.454107	2336.41	2	7.0	9	ok		
res2_muOR_6QZH_0537.pdb	res2_muOR_6QZH_0537.pdb	-61.5736	0.596068	1.17771	0.450732	2262.12	1	7.0	10	ok		
res2_muOR_6QZH_0584.pdb	res2_muOR_6QZH_0584.pdb	-66.3179	0.689642	0.892998	0.402002	2348.72	4	7.0	11	ok		
top_muOR_6QZH_0412.pdb	top_muOR_6QZH_0412.pdb	-63.5278	0.63611	0.993685	0.483824	2302.74	3	7.0	11	ok		
top_muOR_6QZH_0537.pdb	top_muOR_6QZH_0537.pdb	-61.5736	0.596068	1.17771	0.450732	2262.12	1	7.0	10	ok		
top_muOR_6QZH_0644.pdb	top_muOR_6QZH_0644.pdb	-50.2507	0.565284	1.30384	0.449985	2280.34	5	7.0	9	ok		
top_muOR_6QZH_0930.pdb	top_muOR_6QZH_0930.pdb	-62.7034	0.636024	1.16388	0.507456	2345.9	0	7.0	9	ok		
6QZH_muOR_6QZH_714_mut.pdb	6QZH_muOR_6QZH_714_mut.pdb							6.5	10	ok		no_rosetta_score_lines
Cluster_0_muOR_6QZH_0010.pdb	Cluster_0_muOR_6QZH_0010.pdb	-51.3354	0.579974	1.28746	0.425279	2157.67	1	6.5	7	ok		
Cluster_0_muOR_6QZH_0010_2.pdb	Cluster_0_muOR_6QZH_0010_2.pdb	-51.3354	0.579974	1.28746	0.425279	2157.67	1	6.5	7	ok		
Cluster_0_muOR_6QZH_0091.pdb	Cluster_0_muOR_6QZH_0091.pdb	-61.184	0.572891	0.894258	0.436949	2429.9	5	6.5	11	ok		
Cluster_0_muOR_6QZH_0091_2.pdb	Cluster_0_muOR_6QZH_0091_2.pdb	-61.184	0.572891	0.894258	0.436949	2429.9	5	6.5	11	ok		
Cluster_0_muOR_6QZH_0102.pdb	Cluster_0_muOR_6QZH_0102.pdb	-60.0047	0.623363	1.02792	0.460228	2248.39	2	6.5	10	ok		
Cluster_0_muOR_6QZH_0102_2.pdb	Cluster_0_muOR_6QZH_0102_2.pdb	-60.0047	0.623363	1.02792	0.460228	2248.39	2	6.5	10	ok		
Cluster_0_muOR_6QZH_0104.pdb	Cluster_0_muOR_6QZH_0104.pdb	-63.0947	0.606484	0.974598	0.493431	2364.26	5	6.5	9	ok		
Cluster_0_muOR_6QZH_0104_2.pdb	Cluster_0_muOR_6QZH_0104_2.pdb	-63.0947	0.606484	0.974598	0.493431	2364.26	5	6.5	9	ok		
Cluster_0_muOR_6QZH_0106.pdb	Cluster_0_muOR_6QZH_0106.pdb	-63.7559	0.578877	1.06266	0.503284	2288.27	1	6.5	10	ok		
Cluster_0_muOR_6QZH_0106_2.pdb	Cluster_0_muOR_6QZH_0106_2.pdb	-63.7559	0.578877	1.06266	0.503284	2288.27	1	6.5	10	ok		
Cluster_0_muOR_6QZH_0106_3.pdb	Cluster_0_muOR_6QZH_0106_3.pdb	-63.7559	0.578877	1.06266	0.503284	2288.27	1	6.5	10	ok		
Cluster_0_muOR_6QZH_0159.pdb	Cluster_0_muOR_6QZH_0159.pdb	-56.7555	0.565516	1.13623	0.504587	2406.7	0	6.5	10	ok		
Cluster_0_muOR_6QZH_0159_2.pdb	Cluster_0_muOR_6QZH_0159_2.pdb	-56.7555	0.565516	1.13623	0.504587	2406.7	0	6.5	10	ok		
Cluster_0_muOR_6QZH_0187.pdb	Cluster_0_muOR_6QZH_0187.pdb	-50.9275	0.536594	1.4353	0.461435	2142.83	1	6.5	8	ok		
Cluster_0_muOR_6QZH_0187_2.pdb	Cluster_0_muOR_6QZH_0187_2.pdb	-50.9275	0.536594	1.4353	0.461435	2142.83	1	6.5	8	ok		
Cluster_0_muOR_6QZH_0208.pdb	Cluster_0_muOR_6QZH_0208.pdb	-60.6596	0.57627	0.994121	0.449179	2359.49	3	6.5	8	ok		
Cluster_0_muOR_6QZH_0231.pdb	Cluster_0_muOR_6QZH_0231.pdb	-56.558	0.58689	1.13844	0.474492	2401.08	6	6.5	9	ok		
Cluster_0_muOR_6QZH_0231_2.pdb	Cluster_0_muOR_6QZH_0231_2.pdb	-56.558	0.58689	1.13844	0.474492	2401.08	6	6.5	9	ok		
Cluster_0_muOR_6QZH_0240.pdb	Cluster_0_muOR_6QZH_0240.pdb	-60.9402	0.607841	1.02827	0.487261	2348.54	3	6.5	8	ok		
Cluster_0_muOR_6QZH_0300.pdb	Cluster_0_muOR_6QZH_0300.pdb	-57.29	0.571112	1.20618	0.40558	2300.58	0	6.5	9	ok		
Cluster_0_muOR_6QZH_0338.pdb	Cluster_0_muOR_6QZH_0338.pdb	-59.2436	0.611395	0.783833	0.440269	2402.08	3	6.5	9	ok		
Cluster_0_muOR_6QZH_0338_2.pdb	Cluster_0_muOR_6QZH_0338_2.pdb	-59.2436	0.611395	0.783833	0.440269	2402.08	3	6.5	9	ok		
Cluster_0_muOR_6QZH_0354.pdb	Cluster_0_muOR_6QZH_0354.pdb	-63.4391	0.610853	0.973226	0.456435	2379.52	3	6.5	10	ok		
Cluster_0_muOR_6QZH_0354_2.pdb	Cluster_0_muOR_6QZH_0354_2.pdb	-63.4391	0.610853	0.973226	0.456435	2379.52	3	6.5	10	ok		
Cluster_0_muOR_6QZH_0376.pdb	Cluster_0_muOR_6QZH_0376.pdb	-56.7051	0.614313	1.06645	0.49116	2283.08	1	6.5	10	ok		
Cluster_0_muOR_6QZH_0376_2.pdb	Cluster_0_muOR_6QZH_0376_2.pdb	-56.7051	0.614313	1.06645	0.49116	2283.08	1	6.5	10	ok		
Cluster_0_muOR_6QZH_0392.pdb	Cluster_0_muOR_6QZH_0392.pdb	-59.9356	0.595107	1.03894	0.452169	2346.26	1	6.5	10	ok		
Cluster_0_muOR_6QZH_0392_2.pdb	Cluster_0_muOR_6QZH_0392_2.pdb	-59.9356	0.595107	1.03894	0.452169	2346.26	1	6.5	10	ok		
Cluster_0_muOR_6QZH_0430.pdb	Cluster_0_muOR_6QZH_0430.pdb	-49.2292	0.563573	1.39626	0.504328	2170.64	3	6.5	9	ok		
Cluster_0_muOR_6QZH_0430_2.pdb	Cluster_0_muOR_6QZH_0430_2.pdb	-49.2292	0.563573	1.39626	0.504328	2170.64	3	6.5	9	ok		
Cluster_0_muOR_6QZH_0481.pdb	Cluster_0_muOR_6QZH_0481.pdb	-47.8503	0.605507	1.23096	0.481487	2005.44	2	6.5	8	ok		
Cluster_0_muOR_6QZH_0496.pdb	Cluster_0_muOR_6QZH_0496.pdb	-51.5337	0.535145	1.32615	0.578239	2141.62	1	6.5	8	ok		
Cluster_0_muOR_6QZH_0496_2.pdb	Cluster_0_muOR_6QZH_0496_2.pdb	-51.5337	0.535145	1.32615	0.578239	2141.62	1	6.5	8	ok		
Cluster_0_muOR_6QZH_0521.pdb	Cluster_0_muOR_6QZH_0521.pdb	-51.7669	0.520721	1.17263	0.437983	2273.62	5	6.5	7	ok		
Cluster_0_muOR_6QZH_0552.pdb	Cluster_0_muOR_6QZH_0552.pdb	-57.9216	0.609016	1.32056	0.468193	2245.31	1	6.5	8	ok		
Cluster_0_muOR_6QZH_0552_2.pdb	Cluster_0_muOR_6QZH_0552_2.pdb	-57.9216	0.609016	1.32056	0.468193	2245.31	1	6.5	8	ok		
Cluster_0_muOR_6QZH_0618.pdb	Cluster_0_muOR_6QZH_0618.pdb	-58.6509	0.574144	1.01963	0.466586	2293.41	3	6.5	8	ok		
Cluster_0_muOR_6QZH_0653.pdb	Cluster_0_muOR_6QZH_0653.pdb	-53.6708	0.536906	1.42106	0.492733	2248.17	2	6.5	9	ok		
Cluster_1_muOR_6QZH_0191.pdb	Cluster_1_muOR_6QZH_0191.pdb	-62.5972	0.676651	0.951569	0.481513	2337.33	2	6.5	10	ok		
Cluster_1_muOR_6QZH_0208.pdb	Cluster_1_muOR_6QZH_0208.pdb	-60.6596	0.57627	0.994121	0.449179	2359.49	3	6.5	8	ok		
Cluster_1_muOR_6QZH_0265.pdb	Cluster_1_muOR_6QZH_0265.pdb	-56.1967	0.663594	0.99559	0.432943	2291.73	3	6.5	11	ok		
Cluster_1_muOR_6QZH_0429.pdb	Cluster_1_muOR_6QZH_0429.pdb	-59.2791	0.517269	1.14628	0.405834	2324.96	0	6.5	9	ok		
Cluster_1_muOR_6QZH_0429_2.pdb	Cluster_1_muOR_6QZH_0429_2.pdb	-59.2791	0.517269	1.14628	0.405834	2324.96	0	6.5	9	ok		
Cluster_1_muOR_6QZH_0470.pdb	Cluster_1_muOR_6QZH_0470.pdb	-63.0337	0.654277	1.03578	0.544197	2407.73	4	6.5	11	ok		
Cluster_1_muOR_6QZH_0521.pdb	Cluster_1_muOR_6QZH_0521.pdb	-51.7669	0.520721	1.17263	0.437983	2273.62	5	6.5	7	ok		
Cluster_1_muOR_6QZH_0604.pdb	Cluster_1_muOR_6QZH_0604.pdb	-54.9449	0.547456	1.07248	0.403881	2380.85	5	6.5	8	ok		
Cluster_1_muOR_6QZH_0604_2.pdb	Cluster_1_muOR_6QZH_0604_2.pdb	-54.9449	0.547456	1.07248	0.403881	2380.85	5	6.5	8	ok		
Cluster_1_muOR_6QZH_0652.pdb	Cluster_1_muOR_6QZH_0652.pdb	-58.8387	0.565156	0.915971	0.473222	2373	2	6.5	8	ok		
Cluster_1_muOR_6QZH_0707.pdb	Cluster_1_muOR_6QZH_0707.pdb	-61.554	0.64383	1.13647	0.515173	2275.63	1	6.5	8	ok		
Cluster_1_muOR_6QZH_0735.pdb	Cluster_1_muOR_6QZH_0735.pdb	-58.4305	0.56724	1.03384	0.470043	2304.86	4	6.5	8	ok		
Cluster_1_muOR_6QZH_0958.pdb	Cluster_1_muOR_6QZH_0958.pdb	-56.3988	0.540078	1.16762	0.475879	2264.6	3	6.5	7	ok		
Cluster_2_muOR_6QZH_0033.pdb	Cluster_2_muOR_6QZH_0033.pdb	-67.3031	0.635964	0.912543	0.455449	2405.43	5	6.5	10	ok		
Cluster_2_muOR_6QZH_0033_2.pdb	Cluster_2_muOR_6QZH_0033_2.pdb	-67.3031	0.635964	0.912543	0.455449	2405.43	5	6.5	10	ok		
Cluster_2_muOR_6QZH_0147.pdb	Cluster_2_muOR_6QZH_0147.pdb	-59.5643	0.599237	0.950554	0.497625	2279.61	3	6.5	8	ok		
Cluster_2_muOR_6QZH_0152.pdb	Cluster_2_muOR_6QZH_0152.pdb	-61.0082	0.584801	1.13622	0.502133	2302.27	2	6.5	8	ok		
Cluster_2_muOR_6QZH_0152_2.pdb	Cluster_2_muOR_6QZH_0152_2.pdb	-61.0082	0.584801	1.13622	0.502133	2302.27	2	6.5	8	ok		
Cluster_2_muOR_6QZH_0191.pdb	Cluster_2_muOR_6QZH_0191.pdb	-62.5972	0.676651	0.951569	0.481513	2337.33	2	6.5	10	ok		
Cluster_2_muOR_6QZH_0191_2.pdb	Cluster_2_muOR_6QZH_0191_2.pdb	-62.5972	0.676651	0.951569	0.481513	2337.33	2	6.5	10	ok		
Cluster_2_muOR_6QZH_0312.pdb	Cluster_2_muOR_6QZH_0312.pdb	-60.3027	0.596794	1.00885	0.51337	2351.88	2	6.5	8	ok		
Cluster_2_muOR_6QZH_0312_2.pdb	Cluster_2_muOR_6QZH_0312_2.pdb	-60.3027	0.596794	1.00885	0.51337	2351.88	2	6.5	8	ok		
Cluster_2_muOR_6QZH_0323.pdb	Cluster_2_muOR_6QZH_0323.pdb	-53.4898	0.553443	1.08038	0.489595	2305.34	3	6.5	9	ok		
Cluster_2_muOR_6QZH_0335.pdb	Cluster_2_muOR_6QZH_0335.pdb	-57.0487	0.546698	1.07839	0.429528	2336.54	3	6.5	8	ok		
Cluster_2_muOR_6QZH_0410.pdb	Cluster_2_muOR_6QZH_0410.pdb	-59.5532	0.625601	1.12538	0.50258	2246.86	2	6.5	9	ok		
Cluster_2_muOR_6QZH_0410_2.pdb	Cluster_2_muOR_6QZH_0410_2.pdb	-59.5532	0.625601	1.12538	0.50258	2246.86	2	6.5	9	ok		
Cluster_2_muOR_6QZH_0413.pdb	Cluster_2_muOR_6QZH_0413.pdb	-57.0971	0.543984	1.02431	0.500118	2404.13	2	6.5	10	ok		
Cluster_2_muOR_6QZH_0429.pdb	Cluster_2_muOR_6QZH_0429.pdb	-59.2791	0.517269	1.14628	0.405834	2324.96	0	6.5	9	ok		
Cluster_2_muOR_6QZH_0446.pdb	Cluster_2_muOR_6QZH_0446.pdb	-60.1154	0.616621	0.992344	0.542665	2320.27	3	6.5	8	ok		
Cluster_2_muOR_6QZH_0446_2.pdb	Cluster_2_muOR_6QZH_0446_2.pdb	-60.1154	0.616621	0.992344	0.542665	2320.27	3	6.5	8	ok		
Cluster_2_muOR_6QZH_0599.pdb	Cluster_2_muOR_6QZH_0599.pdb	-50.8582	0.558281	1.26232	0.466011	2142.36	4	6.5	8	ok		
Cluster_2_muOR_6QZH_0888.pdb	Cluster_2_muOR_6QZH_0888.pdb	-56.8984	0.578048	1.1351	0.475059	2181.7	1	6.5	9	ok		
Cluster_2_muOR_6QZH_0934.pdb	Cluster_2_muOR_6QZH_0934.pdb	-65.526	0.635617	0.985017	0.460912	2323.27	5	6.5	9	ok		
Cluster_2_muOR_6QZH_0937.pdb	Cluster_2_muOR_6QZH_0937.pdb	-65.2176	0.562417	1.25051	0.494356	2218.57	0	6.5	8	ok		
Cluster_3_muOR_6QZH_0033.pdb	Cluster_3_muOR_6QZH_0033.pdb	-67.3031	0.635964	0.912543	0.455449	2405.43	5	6.5	10	ok		
Cluster_3_muOR_6QZH_0147.pdb	Cluster_3_muOR_6QZH_0147.pdb	-59.5643	0.599237	0.950554	0.497625	2279.61	3	6.5	8	ok		
Cluster_3_muOR_6QZH_0152.pdb	Cluster_3_muOR_6QZH_0152.pdb	-61.0082	0.584801	1.13622	0.502133	2302.27	2	6.5	8	ok		
Cluster_3_muOR_6QZH_0312.pdb	Cluster_3_muOR_6QZH_0312.pdb	-60.3027	0.596794	1.00885	0.51337	2351.88	2	6.5	8	ok		
Cluster_3_muOR_6QZH_0323.pdb	Cluster_3_muOR_6QZH_0323.pdb	-53.4898	0.553443	1.08038	0.489595	2305.34	3	6.5	9	ok		
Cluster_3_muOR_6QZH_0335.pdb	Cluster_3_muOR_6QZH_0335.pdb	-57.0487	0.546698	1.07839	0.429528	2336.54	3	6.5	8	ok		
Cluster_3_muOR_6QZH_0410.pdb	Cluster_3_muOR_6QZH_0410.pdb	-59.5532	0.625601	1.12538	0.50258	2246.86	2	6.5	9	ok		
Cluster_3_muOR_6QZH_0413.pdb	Cluster_3_muOR_6QZH_0413.pdb	-57.0971	0.543984	1.02431	0.500118	2404.13	2	6.5	10	ok		
Cluster_3_muOR_6QZH_0446.pdb	Cluster_3_muOR_6QZH_0446.pdb	-60.1154	0.616621	0.992344	0.542665	2320.27	3	6.5	8	ok		
Cluster_3_muOR_6QZH_0568.pdb	Cluster_3_muOR_6QZH_0568.pdb	-64.0783	0.691037	0.980663	0.572448	2396.73	7	6.5	10	ok		
Cluster_3_muOR_6QZH_0599.pdb	Cluster_3_muOR_6QZH_0599.pdb	-50.8582	0.558281	1.26232	0.466011	2142.36	4	6.5	8	ok		
Cluster_3_muOR_6QZH_0622.pdb	Cluster_3_muOR_6QZH_0622.pdb	-47.2904	0.581549	1.22607	0.464481	2161.42	3	6.5	8	ok		
Cluster_3_muOR_6QZH_0628.pdb	Cluster_3_muOR_6QZH_0628.pdb	-60.5975	0.614576	1.08628	0.465906	2247.23	2	6.5	11	ok		
Cluster_3_muOR_6QZH_0629.pdb	Cluster_3_muOR_6QZH_0629.pdb	-56.4576	0.591908	1.11081	0.481146	2314.56	0	6.5	10	ok		
Cluster_3_muOR_6QZH_0643.pdb	Cluster_3_muOR_6QZH_0643.pdb	-55.591	0.577691	1.11763	0.446211	2327.94	4	6.5	8	ok		
Cluster_3_muOR_6QZH_0752.pdb	Cluster_3_muOR_6QZH_0752.pdb	-58.0154	0.611592	0.949919	0.483628	2317.31	0	6.5	11	ok		
Cluster_4_muOR_6QZH_0568.pdb	Cluster_4_muOR_6QZH_0568.pdb	-64.0783	0.691037	0.980663	0.572448	2396.73	7	6.5	10	ok		
Cluster_5_muOR_6QZH_0230.pdb	Cluster_5_muOR_6QZH_0230.pdb	-61.3134	0.581312	1.18439	0.391686	2338.7	1	6.5	9	ok		
Cluster_5_muOR_6QZH_0349.pdb	Cluster_5_muOR_6QZH_0349.pdb	-54.7259	0.5152	1.18026	0.447245	2360.29	5	6.5	8	ok		
Cluster_6_muOR_6QZH_0208.pdb	Cluster_6_muOR_6QZH_0208.pdb	-60.6596	0.57627	0.994121	0.449179	2359.49	3	6.5	8	ok		
Cluster_6_muOR_6QZH_0230.pdb	Cluster_6_muOR_6QZH_0230.pdb	-61.3134	0.581312	1.18439	0.391686	2338.7	1	6.5	9	ok		
Cluster_6_muOR_6QZH_0349.pdb	Cluster_6_muOR_6QZH_0349.pdb	-54.7259	0.5152	1.18026	0.447245	2360.29	5	6.5	8	ok		
Cluster_6_muOR_6QZH_0481.pdb	Cluster_6_muOR_6QZH_0481.pdb	-47.8503	0.605507	1.23096	0.481487	2005.44	2	6.5	8	ok		
Cluster_6_muOR_6QZH_0521.pdb	Cluster_6_muOR_6QZH_0521.pdb	-51.7669	0.520721	1.17263	0.437983	2273.62	5	6.5	7	ok		
Cluster_7_muOR_6QZH_0240.pdb	Cluster_7_muOR_6QZH_0240.pdb	-60.9402	0.607841	1.02827	0.487261	2348.54	3	6.5	8	ok		
Cluster_7_muOR_6QZH_0265.pdb	Cluster_7_muOR_6QZH_0265.pdb	-56.1967	0.663594	0.99559	0.432943	2291.73	3	6.5	11	ok		
Cluster_7_muOR_6QZH_0470.pdb	Cluster_7_muOR_6QZH_0470.pdb	-63.0337	0.654277	1.03578	0.544197	2407.73	4	6.5	11	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0010.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0010.pdb	-51.3354	0.579974	1.28746	0.425279	2157.67	1	6.5	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0091.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0091.pdb	-61.184	0.572891	0.894258	0.436949	2429.9	5	6.5	11	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0096.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0096.pdb	-56.9728	0.578119	1.19852	0.475099	2266.02	2	6.5	9	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0102.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0102.pdb	-60.0047	0.623363	1.02792	0.460228	2248.39	2	6.5	10	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0104.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0104.pdb	-63.0947	0.606484	0.974598	0.493431	2364.26	5	6.5	9	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0147.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0147.pdb	-59.5643	0.599237	0.950554	0.497625	2279.61	3	6.5	8	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0159.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0159.pdb	-56.7555	0.565516	1.13623	0.504587	2406.7	0	6.5	10	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0170.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0170.pdb	-62.6022	0.662905	0.941146	0.424183	2395.74	3	6.5	10	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0177.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0177.pdb	-58.9431	0.529343	1.2537	0.470442	2277.56	0	6.5	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0185.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0185.pdb	-53.9972	0.600117	1.01411	0.483751	2303.05	3	6.5	8	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0187.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0187.pdb	-50.9275	0.536594	1.4353	0.461435	2142.83	1	6.5	8	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0230.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0230.pdb	-61.3134	0.581312	1.18439	0.391686	2338.7	1	6.5	9	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0231.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0231.pdb	-56.558	0.58689	1.13844	0.474492	2401.08	6	6.5	9	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0240.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0240.pdb	-60.9402	0.607841	1.02827	0.487261	2348.54	3	6.5	8	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0241.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0241.pdb	-57.4389	0.573513	1.20038	0.499425	2301.64	0	6.5	9	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0265.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0265.pdb	-56.1967	0.663594	0.99559	0.432943	2291.73	3	6.5	11	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0279.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0279.pdb	-60.9682	0.59825	0.952058	0.486704	2434.24	6	6.5	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0300.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0300.pdb	-57.29	0.571112	1.20618	0.40558	2300.58	0	6.5	9	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0305.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0305.pdb	-61.6786	0.579142	0.964143	0.47224	2371.03	3	6.5	9	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0323.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0323.pdb	-53.4898	0.553443	1.08038	0.489595	2305.34	3	6.5	9	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0335.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0335.pdb	-57.0487	0.546698	1.07839	0.429528	2336.54	3	6.5	8	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0338.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0338.pdb	-59.2436	0.611395	0.783833	0.440269	2402.08	3	6.5	9	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0349.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0349.pdb	-54.7259	0.5152	1.18026	0.447245	2360.29	5	6.5	8	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0350.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0350.pdb	-57.199	0.541019	1.03968	0.489392	2357.87	1	6.5	8	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0354.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0354.pdb	-63.4391	0.610853	0.973226	0.456435	2379.52	3	6.5	10	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0376.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0376.pdb	-56.7051	0.614313	1.06645	0.49116	2283.08	1	6.5	10	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0392.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0392.pdb	-59.9356	0.595107	1.03894	0.452169	2346.26	1	6.5	10	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0393.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0393.pdb	-58.6278	0.569201	1.13957	0.427151	2302.42	1	6.5	9	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0413.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0413.pdb	-57.0971	0.543984	1.02431	0.500118	2404.13	2	6.5	10	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0416.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0416.pdb	-62.7855	0.570413	1.03235	0.433229	2328.1	2	6.5	9	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0430.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0430.pdb	-49.2292	0.563573	1.39626	0.504328	2170.64	3	6.5	9	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0447.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0447.pdb	-59.3717	0.545087	1.05992	0.39191	2400.26	1	6.5	8	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0464.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0464.pdb	-57.4452	0.596114	1.07685	0.576652	2333.81	3	6.5	9	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0470.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0470.pdb	-63.0337	0.654277	1.03578	0.544197	2407.73	4	6.5	11	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0481.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0481.pdb	-47.8503	0.605507	1.23096	0.481487	2005.44	2	6.5	8	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0496.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0496.pdb	-51.5337	0.535145	1.32615	0.578239	2141.62	1	6.5	8	ok		
