basename	pdb_path	finalscore	n_events	status	error
non_preferred_rotamer_muOR_6QZH_binder_renum_0645.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0645.pdb	6.5	9	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0652.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0652.pdb	6.5	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0653.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0653.pdb	6.5	9	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0707.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0707.pdb	6.5	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0716.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0716.pdb	6.5	9	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0735.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0735.pdb	6.5	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0752.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0752.pdb	6.5	11	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0753.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0753.pdb	6.5	9	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0775.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0775.pdb	6.5	11	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0802.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0802.pdb	6.5	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0803.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0803.pdb	6.5	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0806.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0806.pdb	6.5	9	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0823.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0823.pdb	6.5	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0834.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0834.pdb	6.5	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0846.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0846.pdb	6.5	10	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0854.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0854.pdb	6.5	9	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0884.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0884.pdb	6.5	9	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0886.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0886.pdb	6.5	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0889.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0889.pdb	6.5	9	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0894.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0894.pdb	6.5	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0899.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0899.pdb	6.5	9	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0904.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0904.pdb	6.5	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0912.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0912.pdb	6.5	9	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0953.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0953.pdb	6.5	8	ok	
res2_2_muOR_6QZH_0086.pdb	res2_2_muOR_6QZH_0086.pdb	6.5	8	ok	
res2_2_muOR_6QZH_0096.pdb	res2_2_muOR_6QZH_0096.pdb	6.5	9	ok	
res2_2_muOR_6QZH_0170.pdb	res2_2_muOR_6QZH_0170.pdb	6.5	10	ok	
res2_2_muOR_6QZH_0177.pdb	res2_2_muOR_6QZH_0177.pdb	6.5	7	ok	
res2_2_muOR_6QZH_0185.pdb	res2_2_muOR_6QZH_0185.pdb	6.5	8	ok	
res2_2_muOR_6QZH_0186.pdb	res2_2_muOR_6QZH_0186.pdb	6.5	8	ok	
res2_2_muOR_6QZH_0241.pdb	res2_2_muOR_6QZH_0241.pdb	6.5	9	ok	
res2_2_muOR_6QZH_0261.pdb	res2_2_muOR_6QZH_0261.pdb	6.5	9	ok	
res2_2_muOR_6QZH_0279.pdb	res2_2_muOR_6QZH_0279.pdb	6.5	7	ok	
res2_2_muOR_6QZH_0300.pdb	res2_2_muOR_6QZH_0300.pdb	6.5	9	ok	
res2_2_muOR_6QZH_0305.pdb	res2_2_muOR_6QZH_0305.pdb	6.5	9	ok	
res2_2_muOR_6QZH_0350.pdb	res2_2_muOR_6QZH_0350.pdb	6.5	8	ok	
res2_2_muOR_6QZH_0393.pdb	res2_2_muOR_6QZH_0393.pdb	6.5	9	ok	
res2_2_muOR_6QZH_0416.pdb	res2_2_muOR_6QZH_0416.pdb	6.5	9	ok	
res2_2_muOR_6QZH_0447.pdb	res2_2_muOR_6QZH_0447.pdb	6.5	8	ok	
res2_2_muOR_6QZH_0464.pdb	res2_2_muOR_6QZH_0464.pdb	6.5	9	ok	
res2_2_muOR_6QZH_0587.pdb	res2_2_muOR_6QZH_0587.pdb	6.5	8	ok	
res2_2_muOR_6QZH_0610.pdb	res2_2_muOR_6QZH_0610.pdb	6.5	9	ok	
res2_2_muOR_6QZH_0619.pdb	res2_2_muOR_6QZH_0619.pdb	6.5	9	ok	
res2_2_muOR_6QZH_0645.pdb	res2_2_muOR_6QZH_0645.pdb	6.5	9	ok	
res2_2_muOR_6QZH_0716.pdb	res2_2_muOR_6QZH_0716.pdb	6.5	9	ok	
res2_3_muOR_6QZH_0086.pdb	res2_3_muOR_6QZH_0086.pdb	6.5	8	ok	
res2_3_muOR_6QZH_0186.pdb	res2_3_muOR_6QZH_0186.pdb	6.5	8	ok	
res2_3_muOR_6QZH_0261.pdb	res2_3_muOR_6QZH_0261.pdb	6.5	9	ok	
res2_3_muOR_6QZH_0619.pdb	res2_3_muOR_6QZH_0619.pdb	6.5	9	ok	
res2_3_muOR_6QZH_0783.pdb	res2_3_muOR_6QZH_0783.pdb	6.5	8	ok	
res2_3_muOR_6QZH_0805.pdb	res2_3_muOR_6QZH_0805.pdb	6.5	8	ok	
res2_muOR_6QZH_0086.pdb	res2_muOR_6QZH_0086.pdb	6.5	8	ok	
res2_muOR_6QZH_0096.pdb	res2_muOR_6QZH_0096.pdb	6.5	9	ok	
res2_muOR_6QZH_0170.pdb	res2_muOR_6QZH_0170.pdb	6.5	10	ok	
res2_muOR_6QZH_0177.pdb	res2_muOR_6QZH_0177.pdb	6.5	7	ok	
res2_muOR_6QZH_0185.pdb	res2_muOR_6QZH_0185.pdb	6.5	8	ok	
res2_muOR_6QZH_0186.pdb	res2_muOR_6QZH_0186.pdb	6.5	8	ok	
res2_muOR_6QZH_0241.pdb	res2_muOR_6QZH_0241.pdb	6.5	9	ok	
res2_muOR_6QZH_0261.pdb	res2_muOR_6QZH_0261.pdb	6.5	9	ok	
res2_muOR_6QZH_0279.pdb	res2_muOR_6QZH_0279.pdb	6.5	7	ok	
res2_muOR_6QZH_0305.pdb	res2_muOR_6QZH_0305.pdb	6.5	9	ok	
res2_muOR_6QZH_0350.pdb	res2_muOR_6QZH_0350.pdb	6.5	8	ok	
res2_muOR_6QZH_0393.pdb	res2_muOR_6QZH_0393.pdb	6.5	9	ok	
res2_muOR_6QZH_0416.pdb	res2_muOR_6QZH_0416.pdb	6.5	9	ok	
res2_muOR_6QZH_0447.pdb	res2_muOR_6QZH_0447.pdb	6.5	8	ok	
res2_muOR_6QZH_0464.pdb	res2_muOR_6QZH_0464.pdb	6.5	9	ok	
res2_muOR_6QZH_0587.pdb	res2_muOR_6QZH_0587.pdb	6.5	8	ok	
res2_muOR_6QZH_0610.pdb	res2_muOR_6QZH_0610.pdb	6.5	9	ok	
top_muOR_6QZH_0888.pdb	top_muOR_6QZH_0888.pdb	6.5	9	ok	
6QZH_muOR_6QZH_930_mut.pdb	6QZH_muOR_6QZH_930_mut.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0011.pdb	Cluster_0_muOR_6QZH_0011.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0011_2.pdb	Cluster_0_muOR_6QZH_0011_2.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0024.pdb	Cluster_0_muOR_6QZH_0024.pdb	6.0	9	ok	
Cluster_0_muOR_6QZH_0024_2.pdb	Cluster_0_muOR_6QZH_0024_2.pdb	6.0	9	ok	
Cluster_0_muOR_6QZH_0042.pdb	Cluster_0_muOR_6QZH_0042.pdb	6.0	9	ok	
Cluster_0_muOR_6QZH_0042_2.pdb	Cluster_0_muOR_6QZH_0042_2.pdb	6.0	9	ok	
Cluster_0_muOR_6QZH_0045.pdb	Cluster_0_muOR_6QZH_0045.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0045_2.pdb	Cluster_0_muOR_6QZH_0045_2.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0059.pdb	Cluster_0_muOR_6QZH_0059.pdb	6.0	9	ok	
Cluster_0_muOR_6QZH_0059_2.pdb	Cluster_0_muOR_6QZH_0059_2.pdb	6.0	9	ok	
Cluster_0_muOR_6QZH_0113.pdb	Cluster_0_muOR_6QZH_0113.pdb	6.0	10	ok	
Cluster_0_muOR_6QZH_0157.pdb	Cluster_0_muOR_6QZH_0157.pdb	6.0	9	ok	
Cluster_0_muOR_6QZH_0161.pdb	Cluster_0_muOR_6QZH_0161.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0161_2.pdb	Cluster_0_muOR_6QZH_0161_2.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0169.pdb	Cluster_0_muOR_6QZH_0169.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0169_2.pdb	Cluster_0_muOR_6QZH_0169_2.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0212.pdb	Cluster_0_muOR_6QZH_0212.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0216.pdb	Cluster_0_muOR_6QZH_0216.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0216_2.pdb	Cluster_0_muOR_6QZH_0216_2.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0236.pdb	Cluster_0_muOR_6QZH_0236.pdb	6.0	9	ok	
Cluster_0_muOR_6QZH_0244.pdb	Cluster_0_muOR_6QZH_0244.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0251.pdb	Cluster_0_muOR_6QZH_0251.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0251_2.pdb	Cluster_0_muOR_6QZH_0251_2.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0254.pdb	Cluster_0_muOR_6QZH_0254.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0254_2.pdb	Cluster_0_muOR_6QZH_0254_2.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0257.pdb	Cluster_0_muOR_6QZH_0257.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0257_2.pdb	Cluster_0_muOR_6QZH_0257_2.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0276.pdb	Cluster_0_muOR_6QZH_0276.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0276_2.pdb	Cluster_0_muOR_6QZH_0276_2.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0281.pdb	Cluster_0_muOR_6QZH_0281.pdb	6.0	9	ok	
Cluster_0_muOR_6QZH_0281_2.pdb	Cluster_0_muOR_6QZH_0281_2.pdb	6.0	9	ok	
Cluster_0_muOR_6QZH_0281_3.pdb	Cluster_0_muOR_6QZH_0281_3.pdb	6.0	9	ok	
Cluster_0_muOR_6QZH_0291.pdb	Cluster_0_muOR_6QZH_0291.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0291_2.pdb	Cluster_0_muOR_6QZH_0291_2.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0296.pdb	Cluster_0_muOR_6QZH_0296.pdb	6.0	6	ok	
Cluster_0_muOR_6QZH_0296_2.pdb	Cluster_0_muOR_6QZH_0296_2.pdb	6.0	6	ok	
Cluster_0_muOR_6QZH_0317.pdb	Cluster_0_muOR_6QZH_0317.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0317_2.pdb	Cluster_0_muOR_6QZH_0317_2.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0328.pdb	Cluster_0_muOR_6QZH_0328.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0328_2.pdb	Cluster_0_muOR_6QZH_0328_2.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0329.pdb	Cluster_0_muOR_6QZH_0329.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0329_2.pdb	Cluster_0_muOR_6QZH_0329_2.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0383.pdb	Cluster_0_muOR_6QZH_0383.pdb	6.0	6	ok	
Cluster_0_muOR_6QZH_0386.pdb	Cluster_0_muOR_6QZH_0386.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0394.pdb	Cluster_0_muOR_6QZH_0394.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0440.pdb	Cluster_0_muOR_6QZH_0440.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0440_2.pdb	Cluster_0_muOR_6QZH_0440_2.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0454.pdb	Cluster_0_muOR_6QZH_0454.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0454_2.pdb	Cluster_0_muOR_6QZH_0454_2.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0519.pdb	Cluster_0_muOR_6QZH_0519.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0519_2.pdb	Cluster_0_muOR_6QZH_0519_2.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0523.pdb	Cluster_0_muOR_6QZH_0523.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0525.pdb	Cluster_0_muOR_6QZH_0525.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0525_2.pdb	Cluster_0_muOR_6QZH_0525_2.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0528.pdb	Cluster_0_muOR_6QZH_0528.pdb	6.0	9	ok	
Cluster_0_muOR_6QZH_0528_2.pdb	Cluster_0_muOR_6QZH_0528_2.pdb	6.0	9	ok	
Cluster_0_muOR_6QZH_0577.pdb	Cluster_0_muOR_6QZH_0577.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0577_2.pdb	Cluster_0_muOR_6QZH_0577_2.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0585.pdb	Cluster_0_muOR_6QZH_0585.pdb	6.0	10	ok	
Cluster_0_muOR_6QZH_0585_2.pdb	Cluster_0_muOR_6QZH_0585_2.pdb	6.0	10	ok	
Cluster_0_muOR_6QZH_0595.pdb	Cluster_0_muOR_6QZH_0595.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0595_2.pdb	Cluster_0_muOR_6QZH_0595_2.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0615.pdb	Cluster_0_muOR_6QZH_0615.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0615_2.pdb	Cluster_0_muOR_6QZH_0615_2.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0624.pdb	Cluster_0_muOR_6QZH_0624.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0624_2.pdb	Cluster_0_muOR_6QZH_0624_2.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0630.pdb	Cluster_0_muOR_6QZH_0630.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0636.pdb	Cluster_0_muOR_6QZH_0636.pdb	6.0	7	ok	
Cluster_0_muOR_6QZH_0650.pdb	Cluster_0_muOR_6QZH_0650.pdb	6.0	11	ok	
Cluster_0_muOR_6QZH_0665.pdb	Cluster_0_muOR_6QZH_0665.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0674.pdb	Cluster_0_muOR_6QZH_0674.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0687.pdb	Cluster_0_muOR_6QZH_0687.pdb	6.0	9	ok	
Cluster_0_muOR_6QZH_0689.pdb	Cluster_0_muOR_6QZH_0689.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0693.pdb	Cluster_0_muOR_6QZH_0693.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0715.pdb	Cluster_0_muOR_6QZH_0715.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0718.pdb	Cluster_0_muOR_6QZH_0718.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0718_2.pdb	Cluster_0_muOR_6QZH_0718_2.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0893.pdb	Cluster_0_muOR_6QZH_0893.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0939.pdb	Cluster_0_muOR_6QZH_0939.pdb	6.0	8	ok	
Cluster_0_muOR_6QZH_0942.pdb	Cluster_0_muOR_6QZH_0942.pdb	6.0	7	ok	
Cluster_1_muOR_6QZH_0024.pdb	Cluster_1_muOR_6QZH_0024.pdb	6.0	9	ok	
Cluster_1_muOR_6QZH_0042.pdb	Cluster_1_muOR_6QZH_0042.pdb	6.0	9	ok	
Cluster_1_muOR_6QZH_0059.pdb	Cluster_1_muOR_6QZH_0059.pdb	6.0	9	ok	
Cluster_1_muOR_6QZH_0157.pdb	Cluster_1_muOR_6QZH_0157.pdb	6.0	9	ok	
Cluster_1_muOR_6QZH_0161.pdb	Cluster_1_muOR_6QZH_0161.pdb	6.0	8	ok	
Cluster_1_muOR_6QZH_0209.pdb	Cluster_1_muOR_6QZH_0209.pdb	6.0	10	ok	
Cluster_1_muOR_6QZH_0209_2.pdb	Cluster_1_muOR_6QZH_0209_2.pdb	6.0	10	ok	
Cluster_1_muOR_6QZH_0212.pdb	Cluster_1_muOR_6QZH_0212.pdb	6.0	8	ok	
Cluster_1_muOR_6QZH_0227.pdb	Cluster_1_muOR_6QZH_0227.pdb	6.0	8	ok	
Cluster_1_muOR_6QZH_0227_2.pdb	Cluster_1_muOR_6QZH_0227_2.pdb	6.0	8	ok	
Cluster_1_muOR_6QZH_0236.pdb	Cluster_1_muOR_6QZH_0236.pdb	6.0	9	ok	
Cluster_1_muOR_6QZH_0251.pdb	Cluster_1_muOR_6QZH_0251.pdb	6.0	7	ok	
Cluster_1_muOR_6QZH_0274.pdb	Cluster_1_muOR_6QZH_0274.pdb	6.0	9	ok	
Cluster_1_muOR_6QZH_0276.pdb	Cluster_1_muOR_6QZH_0276.pdb	6.0	7	ok	
Cluster_1_muOR_6QZH_0282.pdb	Cluster_1_muOR_6QZH_0282.pdb	6.0	6	ok	
Cluster_1_muOR_6QZH_0282_2.pdb	Cluster_1_muOR_6QZH_0282_2.pdb	6.0	6	ok	
Cluster_1_muOR_6QZH_0361.pdb	Cluster_1_muOR_6QZH_0361.pdb	6.0	9	ok	
Cluster_1_muOR_6QZH_0361_2.pdb	Cluster_1_muOR_6QZH_0361_2.pdb	6.0	9	ok	
Cluster_1_muOR_6QZH_0383.pdb	Cluster_1_muOR_6QZH_0383.pdb	6.0	6	ok	
Cluster_1_muOR_6QZH_0386.pdb	Cluster_1_muOR_6QZH_0386.pdb	6.0	8	ok	
Cluster_1_muOR_6QZH_0438.pdb	Cluster_1_muOR_6QZH_0438.pdb	6.0	7	ok	
Cluster_1_muOR_6QZH_0440.pdb	Cluster_1_muOR_6QZH_0440.pdb	6.0	8	ok	
Cluster_1_muOR_6QZH_0485.pdb	Cluster_1_muOR_6QZH_0485.pdb	6.0	9	ok	
Cluster_1_muOR_6QZH_0523.pdb	Cluster_1_muOR_6QZH_0523.pdb	6.0	8	ok	
Cluster_1_muOR_6QZH_0577.pdb	Cluster_1_muOR_6QZH_0577.pdb	6.0	8	ok	
Cluster_1_muOR_6QZH_0595.pdb	Cluster_1_muOR_6QZH_0595.pdb	6.0	8	ok	
Cluster_1_muOR_6QZH_0626.pdb	Cluster_1_muOR_6QZH_0626.pdb	6.0	9	ok	
Cluster_1_muOR_6QZH_0635.pdb	Cluster_1_muOR_6QZH_0635.pdb	6.0	8	ok	
Cluster_1_muOR_6QZH_0693.pdb	Cluster_1_muOR_6QZH_0693.pdb	6.0	8	ok	
Cluster_1_muOR_6QZH_0723.pdb	Cluster_1_muOR_6QZH_0723.pdb	6.0	8	ok	
Cluster_1_muOR_6QZH_0761.pdb	Cluster_1_muOR_6QZH_0761.pdb	6.0	8	ok	
Cluster_1_muOR_6QZH_0771.pdb	Cluster_1_muOR_6QZH_0771.pdb	6.0	8	ok	
Cluster_1_muOR_6QZH_0821.pdb	Cluster_1_muOR_6QZH_0821.pdb	6.0	8	ok	
Cluster_1_muOR_6QZH_0880.pdb	Cluster_1_muOR_6QZH_0880.pdb	6.0	8	ok	
Cluster_2_muOR_6QZH_0004.pdb	Cluster_2_muOR_6QZH_0004.pdb	6.0	8	ok	
Cluster_2_muOR_6QZH_0004_2.pdb	Cluster_2_muOR_6QZH_0004_2.pdb	6.0	8	ok	
Cluster_2_muOR_6QZH_0012.pdb	Cluster_2_muOR_6QZH_0012.pdb	6.0	8	ok	
Cluster_2_muOR_6QZH_0025.pdb	Cluster_2_muOR_6QZH_0025.pdb	6.0	9	ok	
Cluster_2_muOR_6QZH_0025_2.pdb	Cluster_2_muOR_6QZH_0025_2.pdb	6.0	9	ok	
Cluster_2_muOR_6QZH_0067.pdb	Cluster_2_muOR_6QZH_0067.pdb	6.0	9	ok	
Cluster_2_muOR_6QZH_0291.pdb	Cluster_2_muOR_6QZH_0291.pdb	6.0	7	ok	
Cluster_2_muOR_6QZH_0352.pdb	Cluster_2_muOR_6QZH_0352.pdb	6.0	7	ok	
Cluster_2_muOR_6QZH_0352_2.pdb	Cluster_2_muOR_6QZH_0352_2.pdb	6.0	7	ok	
Cluster_2_muOR_6QZH_0384.pdb	Cluster_2_muOR_6QZH_0384.pdb	6.0	6	ok	
Cluster_2_muOR_6QZH_0394.pdb	Cluster_2_muOR_6QZH_0394.pdb	6.0	7	ok	
Cluster_2_muOR_6QZH_0504.pdb	Cluster_2_muOR_6QZH_0504.pdb	6.0	7	ok	
Cluster_2_muOR_6QZH_0504_2.pdb	Cluster_2_muOR_6QZH_0504_2.pdb	6.0	7	ok	
Cluster_2_muOR_6QZH_0540.pdb	Cluster_2_muOR_6QZH_0540.pdb	6.0	8	ok	
Cluster_2_muOR_6QZH_0594.pdb	Cluster_2_muOR_6QZH_0594.pdb	6.0	7	ok	
Cluster_2_muOR_6QZH_0594_2.pdb	Cluster_2_muOR_6QZH_0594_2.pdb	6.0	7	ok	
Cluster_2_muOR_6QZH_0642.pdb	Cluster_2_muOR_6QZH_0642.pdb	6.0	7	ok	
Cluster_2_muOR_6QZH_0700.pdb	Cluster_2_muOR_6QZH_0700.pdb	6.0	7	ok	
Cluster_3_muOR_6QZH_0004.pdb	Cluster_3_muOR_6QZH_0004.pdb	6.0	8	ok	
Cluster_3_muOR_6QZH_0025.pdb	Cluster_3_muOR_6QZH_0025.pdb	6.0	9	ok	
Cluster_3_muOR_6QZH_0067.pdb	Cluster_3_muOR_6QZH_0067.pdb	6.0	9	ok	
Cluster_3_muOR_6QZH_0352.pdb	Cluster_3_muOR_6QZH_0352.pdb	6.0	7	ok	
Cluster_3_muOR_6QZH_0384.pdb	Cluster_3_muOR_6QZH_0384.pdb	6.0	6	ok	
Cluster_3_muOR_6QZH_0394.pdb	Cluster_3_muOR_6QZH_0394.pdb	6.0	7	ok	
Cluster_3_muOR_6QZH_0504.pdb	Cluster_3_muOR_6QZH_0504.pdb	6.0	7	ok	
Cluster_3_muOR_6QZH_0540.pdb	Cluster_3_muOR_6QZH_0540.pdb	6.0	8	ok	
Cluster_3_muOR_6QZH_0594.pdb	Cluster_3_muOR_6QZH_0594.pdb	6.0	7	ok	
Cluster_3_muOR_6QZH_0642.pdb	Cluster_3_muOR_6QZH_0642.pdb	6.0	7	ok	
Cluster_3_muOR_6QZH_0647.pdb	Cluster_3_muOR_6QZH_0647.pdb	6.0	7	ok	
Cluster_3_muOR_6QZH_0700.pdb	Cluster_3_muOR_6QZH_0700.pdb	6.0	7	ok	
Cluster_3_muOR_6QZH_0848.pdb	Cluster_3_muOR_6QZH_0848.pdb	6.0	9	ok	
Cluster_5_muOR_6QZH_0295.pdb	Cluster_5_muOR_6QZH_0295.pdb	6.0	8	ok	
Cluster_5_muOR_6QZH_0404.pdb	Cluster_5_muOR_6QZH_0404.pdb	6.0	8	ok	
Cluster_6_muOR_6QZH_0212.pdb	Cluster_6_muOR_6QZH_0212.pdb	6.0	8	ok	
Cluster_6_muOR_6QZH_0274.pdb	Cluster_6_muOR_6QZH_0274.pdb	6.0	9	ok	
Cluster_6_muOR_6QZH_0283.pdb	Cluster_6_muOR_6QZH_0283.pdb	6.0	7	ok	
Cluster_6_muOR_6QZH_0404.pdb	Cluster_6_muOR_6QZH_0404.pdb	6.0	8	ok	
Cluster_6_muOR_6QZH_0438.pdb	Cluster_6_muOR_6QZH_0438.pdb	6.0	7	ok	
Cluster_6_muOR_6QZH_0485.pdb	Cluster_6_muOR_6QZH_0485.pdb	6.0	9	ok	
Cluster_6_muOR_6QZH_0523.pdb	Cluster_6_muOR_6QZH_0523.pdb	6.0	8	ok	
Cluster_6_muOR_6QZH_0695.pdb	Cluster_6_muOR_6QZH_0695.pdb	6.0	8	ok	
Cluster_7_muOR_6QZH_0045.pdb	Cluster_7_muOR_6QZH_0045.pdb	6.0	8	ok	
Cluster_7_muOR_6QZH_0283.pdb	Cluster_7_muOR_6QZH_0283.pdb	6.0	7	ok	
Cluster_7_muOR_6QZH_0674.pdb	Cluster_7_muOR_6QZH_0674.pdb	6.0	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0011.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0011.pdb	6.0	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0029.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0029.pdb	6.0	9	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0039.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0039.pdb	6.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0057.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0057.pdb	6.0	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0067.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0067.pdb	6.0	9	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0157.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0157.pdb	6.0	9	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0160.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0160.pdb	6.0	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0169.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0169.pdb	6.0	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0197.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0197.pdb	6.0	9	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0202.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0202.pdb	6.0	9	ok	
